lane,reason,player1_name,player2_name,player1_normalized,player2_normalized,capture_date_first,capture_date_last,snapshot_count,source_files,details
ATP,result_not_found_in_window,Alexandre Muller,Stefanos Tsitsipas,alexandre muller,stefanos tsitsipas,2026-05-21,2026-05-21,20,pinnacle-history-20260521-144347.csv|pinnacle-history-20260521-151302.csv|pinnacle-history-20260521-154331.csv|pinnacle-history-20260521-161355.csv|pinnacle-history-20260521-164519.csv|pinnacle-history-20260521-171331.csv|pinnacle-history-20260521-174315.csv|pinnacle-history-20260521-181302.csv|pinnacle-history-20260521-184452.csv|pinnacle-history-20260521-191425.csv|pinnacle-history-20260521-195012.csv|pinnacle-history-20260521-201356.csv|pinnacle-history-20260521-204326.csv|pinnacle-history-20260521-211313.csv|pinnacle-history-20260521-214305.csv|pinnacle-history-20260521-221304.csv|pinnacle-history-20260521-224309.csv|pinnacle-history-20260521-230219.csv|pinnacle-history-20260521-231308.csv|pinnacle-history-20260521-234257.csv,
ATP,result_not_found_in_window,Alexei Popyrin,Zachary Svajda,alexei popyrin,zachary svajda,2026-05-21,2026-05-21,6,pinnacle-history-20260521-214305.csv|pinnacle-history-20260521-221304.csv|pinnacle-history-20260521-224309.csv|pinnacle-history-20260521-230219.csv|pinnacle-history-20260521-231308.csv|pinnacle-history-20260521-234257.csv,
ATP,result_not_found_in_window,Arthur Fils,Rafael Jodar,arthur fils,rafael jodar,2026-07-26,2026-07-28,48,pinnacle-history-20260726-163543.csv|pinnacle-history-20260726-170543.csv|pinnacle-history-20260726-173545.csv|pinnacle-history-20260726-180542.csv|pinnacle-history-20260726-183541.csv|pinnacle-history-20260726-190544.csv|pinnacle-history-20260726-193541.csv|pinnacle-history-20260726-200541.csv|pinnacle-history-20260726-203541.csv|pinnacle-history-20260726-210545.csv|pinnacle-history-20260726-213753.csv|pinnacle-history-20260726-220542.csv|pinnacle-history-20260726-223545.csv|pinnacle-history-20260727-091427.csv|pinnacle-history-20260727-093542.csv|pinnacle-history-20260727-094031.csv|pinnacle-history-20260727-100543.csv|pinnacle-history-20260727-101035.csv|pinnacle-history-20260727-104032.csv|pinnacle-history-20260727-111226.csv|pinnacle-history-20260727-114434.csv|pinnacle-history-20260727-125910.csv|pinnacle-history-20260727-131658.csv|pinnacle-history-20260727-134635.csv|pinnacle-history-20260727-141132.csv|pinnacle-history-20260727-144307.csv|pinnacle-history-20260727-151650.csv|pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-27|2026-07-28
ATP,result_not_found_in_window,Ben Shelton,Nick Kyrgios,ben shelton,nick kyrgios,2026-06-15,2026-06-16,48,pinnacle-history-20260615-111333.csv|pinnacle-history-20260615-112049.csv|pinnacle-history-20260615-114325.csv|pinnacle-history-20260615-115054.csv|pinnacle-history-20260615-121323.csv|pinnacle-history-20260615-124330.csv|pinnacle-history-20260615-125050.csv|pinnacle-history-20260615-131325.csv|pinnacle-history-20260615-132053.csv|pinnacle-history-20260615-134325.csv|pinnacle-history-20260615-135048.csv|pinnacle-history-20260615-141324.csv|pinnacle-history-20260615-142047.csv|pinnacle-history-20260615-144327.csv|pinnacle-history-20260615-145051.csv|pinnacle-history-20260615-151324.csv|pinnacle-history-20260615-152050.csv|pinnacle-history-20260615-154330.csv|pinnacle-history-20260615-155050.csv|pinnacle-history-20260615-161325.csv|pinnacle-history-20260615-162048.csv|pinnacle-history-20260615-164328.csv|pinnacle-history-20260615-165054.csv|pinnacle-history-20260615-171323.csv|pinnacle-history-20260615-172047.csv|pinnacle-history-20260615-174323.csv|pinnacle-history-20260615-175048.csv|pinnacle-history-20260615-181326.csv|pinnacle-history-20260615-182048.csv|pinnacle-history-20260615-184325.csv|pinnacle-history-20260615-185049.csv|pinnacle-history-20260615-191325.csv|pinnacle-history-20260615-194325.csv|pinnacle-history-20260615-201327.csv|pinnacle-history-20260615-204324.csv|pinnacle-history-20260615-211328.csv|pinnacle-history-20260615-213825.csv|pinnacle-history-20260615-214321.csv|pinnacle-history-20260615-221326.csv|pinnacle-history-20260615-224322.csv|pinnacle-history-20260615-231325.csv|pinnacle-history-20260615-234323.csv|pinnacle-history-20260616-084326.csv|pinnacle-history-20260616-084744.csv|pinnacle-history-20260616-091031.csv|pinnacle-history-20260616-091740.csv|pinnacle-history-20260616-094739.csv|pinnacle-history-20260616-101739.csv,2026-06-16|2026-06-17
ATP,result_not_found_in_window,Borna Gojo,Aidan Mayo,borna gojo,aidan mayo,2026-07-25,2026-07-25,17,pinnacle-history-20260725-173143.csv|pinnacle-history-20260725-174408.csv|pinnacle-history-20260725-180146.csv|pinnacle-history-20260725-181407.csv|pinnacle-history-20260725-183145.csv|pinnacle-history-20260725-184407.csv|pinnacle-history-20260725-190146.csv|pinnacle-history-20260725-191408.csv|pinnacle-history-20260725-193144.csv|pinnacle-history-20260725-194408.csv|pinnacle-history-20260725-201406.csv|pinnacle-history-20260725-204406.csv|pinnacle-history-20260725-211405.csv|pinnacle-history-20260725-213710.csv|pinnacle-history-20260725-214403.csv|pinnacle-history-20260725-221406.csv|pinnacle-history-20260725-224404.csv,2026-07-26
ATP,result_not_found_in_window,Botic Van De Zandschulp,Alexander Blockx,botic van de zandschulp,alexander blockx,2026-04-21,2026-04-22,37,pinnacle-history-20260421-100711.csv|pinnacle-history-20260421-103714.csv|pinnacle-history-20260421-110728.csv|pinnacle-history-20260421-113713.csv|pinnacle-history-20260421-120712.csv|pinnacle-history-20260421-123711.csv|pinnacle-history-20260421-130715.csv|pinnacle-history-20260421-133711.csv|pinnacle-history-20260421-140732.csv|pinnacle-history-20260421-143710.csv|pinnacle-history-20260421-150711.csv|pinnacle-history-20260421-153720.csv|pinnacle-history-20260421-160729.csv|pinnacle-history-20260421-163737.csv|pinnacle-history-20260421-170721.csv|pinnacle-history-20260421-173719.csv|pinnacle-history-20260421-180746.csv|pinnacle-history-20260421-183714.csv|pinnacle-history-20260421-190718.csv|pinnacle-history-20260421-193724.csv|pinnacle-history-20260421-200719.csv|pinnacle-history-20260421-203727.csv|pinnacle-history-20260421-210732.csv|pinnacle-history-20260421-213726.csv|pinnacle-history-20260421-220724.csv|pinnacle-history-20260421-223725.csv|pinnacle-history-20260421-230836.csv|pinnacle-history-20260421-233720.csv|pinnacle-history-20260422-000800.csv|pinnacle-history-20260422-100517.csv|pinnacle-history-20260422-100710.csv|pinnacle-history-20260422-102809.csv|pinnacle-history-20260422-105811.csv|pinnacle-history-20260422-112809.csv|pinnacle-history-20260422-115814.csv|pinnacle-history-20260422-122805.csv|pinnacle-history-20260422-125804.csv,
ATP,result_not_found_in_window,Brandon Nakashima,Jack Draper,brandon nakashima,jack draper,2026-06-21,2026-06-22,36,pinnacle-history-20260621-102127.csv|pinnacle-history-20260621-102314.csv|pinnacle-history-20260621-105118.csv|pinnacle-history-20260621-105315.csv|pinnacle-history-20260621-112120.csv|pinnacle-history-20260621-112318.csv|pinnacle-history-20260621-115123.csv|pinnacle-history-20260621-115322.csv|pinnacle-history-20260621-122126.csv|pinnacle-history-20260621-122318.csv|pinnacle-history-20260621-125120.csv|pinnacle-history-20260621-125316.csv|pinnacle-history-20260621-132117.csv|pinnacle-history-20260621-132314.csv|pinnacle-history-20260621-135117.csv|pinnacle-history-20260621-135315.csv|pinnacle-history-20260621-142120.csv|pinnacle-history-20260621-142315.csv|pinnacle-history-20260621-145118.csv|pinnacle-history-20260621-145314.csv|pinnacle-history-20260621-152117.csv|pinnacle-history-20260621-152320.csv|pinnacle-history-20260621-155116.csv|pinnacle-history-20260621-155313.csv|pinnacle-history-20260621-162114.csv|pinnacle-history-20260621-162313.csv|pinnacle-history-20260621-165121.csv|pinnacle-history-20260621-232120.csv|pinnacle-history-20260621-235116.csv|pinnacle-history-20260622-002117.csv|pinnacle-history-20260622-091352.csv|pinnacle-history-20260622-092116.csv|pinnacle-history-20260622-094334.csv|pinnacle-history-20260622-095117.csv|pinnacle-history-20260622-101331.csv|pinnacle-history-20260622-102117.csv,2026-06-22
ATP,result_not_found_in_window,Brandon Nakashima,Marin Cilic,brandon nakashima,marin cilic,2026-03-22,2026-03-22,1,pinnacle-history-20260322-000345.csv,
ATP,result_not_found_in_window,Brandon Nakashima,Tomas Martin Etcheverry,brandon nakashima,tomas martin etcheverry,2026-07-26,2026-07-28,49,pinnacle-history-20260726-160542.csv|pinnacle-history-20260726-163543.csv|pinnacle-history-20260726-170543.csv|pinnacle-history-20260726-173545.csv|pinnacle-history-20260726-180542.csv|pinnacle-history-20260726-183541.csv|pinnacle-history-20260726-190544.csv|pinnacle-history-20260726-193541.csv|pinnacle-history-20260726-200541.csv|pinnacle-history-20260726-203541.csv|pinnacle-history-20260726-210545.csv|pinnacle-history-20260726-213753.csv|pinnacle-history-20260726-220542.csv|pinnacle-history-20260726-223545.csv|pinnacle-history-20260727-091427.csv|pinnacle-history-20260727-093542.csv|pinnacle-history-20260727-094031.csv|pinnacle-history-20260727-100543.csv|pinnacle-history-20260727-101035.csv|pinnacle-history-20260727-104032.csv|pinnacle-history-20260727-111226.csv|pinnacle-history-20260727-114434.csv|pinnacle-history-20260727-125910.csv|pinnacle-history-20260727-131658.csv|pinnacle-history-20260727-134635.csv|pinnacle-history-20260727-141132.csv|pinnacle-history-20260727-144307.csv|pinnacle-history-20260727-151650.csv|pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-27|2026-07-28
ATP,result_not_found_in_window,Cameron Norrie,Adolfo Daniel Vallejo,cameron norrie,adolfo daniel vallejo,2026-05-21,2026-05-21,13,pinnacle-history-20260521-181302.csv|pinnacle-history-20260521-184452.csv|pinnacle-history-20260521-191425.csv|pinnacle-history-20260521-195012.csv|pinnacle-history-20260521-201356.csv|pinnacle-history-20260521-204326.csv|pinnacle-history-20260521-211313.csv|pinnacle-history-20260521-214305.csv|pinnacle-history-20260521-221304.csv|pinnacle-history-20260521-224309.csv|pinnacle-history-20260521-230219.csv|pinnacle-history-20260521-231308.csv|pinnacle-history-20260521-234257.csv,
ATP,result_not_found_in_window,Camilo Ugo Carabelli,Sebastian Korda,camilo ugo carabelli,sebastian korda,2026-03-21,2026-03-21,1,pinnacle-history-20260321-000215.csv,
ATP,result_not_found_in_window,Carlos Alcaraz,Joao Fonseca,carlos alcaraz,joao fonseca,2026-03-21,2026-03-21,1,pinnacle-history-20260321-000215.csv,
ATP,result_not_found_in_window,Carlos Alcaraz,Tomas Machac,carlos alcaraz,tomas machac,2026-04-15,2026-04-15,10,pinnacle-history-20260415-110019.csv|pinnacle-history-20260415-113022.csv|pinnacle-history-20260415-120011.csv|pinnacle-history-20260415-123016.csv|pinnacle-history-20260415-130010.csv|pinnacle-history-20260415-133013.csv|pinnacle-history-20260415-140010.csv|pinnacle-history-20260415-143010.csv|pinnacle-history-20260415-150013.csv|pinnacle-history-20260415-153012.csv,
ATP,result_not_found_in_window,Colton Smith,Thiago Agustin Tirante,colton smith,thiago agustin tirante,2026-03-31,2026-03-31,1,pinnacle-history-20260331-001406.csv,
ATP,result_not_found_in_window,Corentin Moutet,Marton Fucsovics,corentin moutet,marton fucsovics,2026-06-21,2026-06-22,36,pinnacle-history-20260621-102127.csv|pinnacle-history-20260621-102314.csv|pinnacle-history-20260621-105118.csv|pinnacle-history-20260621-105315.csv|pinnacle-history-20260621-112120.csv|pinnacle-history-20260621-112318.csv|pinnacle-history-20260621-115123.csv|pinnacle-history-20260621-115322.csv|pinnacle-history-20260621-122126.csv|pinnacle-history-20260621-122318.csv|pinnacle-history-20260621-125120.csv|pinnacle-history-20260621-125316.csv|pinnacle-history-20260621-132117.csv|pinnacle-history-20260621-132314.csv|pinnacle-history-20260621-135117.csv|pinnacle-history-20260621-135315.csv|pinnacle-history-20260621-142120.csv|pinnacle-history-20260621-142315.csv|pinnacle-history-20260621-145118.csv|pinnacle-history-20260621-145314.csv|pinnacle-history-20260621-152117.csv|pinnacle-history-20260621-152320.csv|pinnacle-history-20260621-155116.csv|pinnacle-history-20260621-155313.csv|pinnacle-history-20260621-162114.csv|pinnacle-history-20260621-162313.csv|pinnacle-history-20260621-165121.csv|pinnacle-history-20260621-232120.csv|pinnacle-history-20260621-235116.csv|pinnacle-history-20260622-002117.csv|pinnacle-history-20260622-091352.csv|pinnacle-history-20260622-092116.csv|pinnacle-history-20260622-094334.csv|pinnacle-history-20260622-095117.csv|pinnacle-history-20260622-101331.csv|pinnacle-history-20260622-102117.csv,2026-06-22
ATP,result_not_found_in_window,Corentin Moutet,Zachary Svajda,corentin moutet,zachary svajda,2026-06-22,2026-06-22,2,pinnacle-history-20260622-104331.csv|pinnacle-history-20260622-105116.csv,2026-06-22
ATP,result_not_found_in_window,Cristian Garin,Nicolas Jarry,cristian garin,nicolas jarry,2026-04-19,2026-04-19,11,pinnacle-history-20260419-172411.csv|pinnacle-history-20260419-175148.csv|pinnacle-history-20260419-180023.csv|pinnacle-history-20260419-183124.csv|pinnacle-history-20260419-200026.csv|pinnacle-history-20260419-210043.csv|pinnacle-history-20260419-211952.csv|pinnacle-history-20260419-215818.csv|pinnacle-history-20260419-223216.csv|pinnacle-history-20260419-233323.csv|pinnacle-history-20260419-234613.csv,
ATP,result_not_found_in_window,Dalibor Svrcina,Adam Walton,dalibor svrcina,adam walton,2026-07-26,2026-07-28,36,pinnacle-history-20260726-223545.csv|pinnacle-history-20260727-091427.csv|pinnacle-history-20260727-093542.csv|pinnacle-history-20260727-094031.csv|pinnacle-history-20260727-100543.csv|pinnacle-history-20260727-101035.csv|pinnacle-history-20260727-104032.csv|pinnacle-history-20260727-111226.csv|pinnacle-history-20260727-114434.csv|pinnacle-history-20260727-125910.csv|pinnacle-history-20260727-131658.csv|pinnacle-history-20260727-134635.csv|pinnacle-history-20260727-141132.csv|pinnacle-history-20260727-144307.csv|pinnacle-history-20260727-151650.csv|pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-27|2026-07-28|2026-07-29
ATP,result_not_found_in_window,Daniel Merida Aguilar,Taro Daniel,daniel merida aguilar,taro daniel,2026-07-20,2026-07-20,17,pinnacle-history-20260720-102946.csv|pinnacle-history-20260720-103607.csv|pinnacle-history-20260720-105910.csv|pinnacle-history-20260720-113034.csv|pinnacle-history-20260720-115843.csv|pinnacle-history-20260720-122839.csv|pinnacle-history-20260720-125939.csv|pinnacle-history-20260720-133745.csv|pinnacle-history-20260720-135957.csv|pinnacle-history-20260720-143159.csv|pinnacle-history-20260720-150004.csv|pinnacle-history-20260720-152844.csv|pinnacle-history-20260720-155856.csv|pinnacle-history-20260720-162856.csv|pinnacle-history-20260720-165914.csv|pinnacle-history-20260720-173055.csv|pinnacle-history-20260720-175844.csv,2026-07-21
ATP,result_not_found_in_window,Darwin Blanch,Ugo Blanchet,darwin blanch,ugo blanchet,2026-06-21,2026-06-22,8,pinnacle-history-20260621-232120.csv|pinnacle-history-20260621-235116.csv|pinnacle-history-20260622-002117.csv|pinnacle-history-20260622-091352.csv|pinnacle-history-20260622-092116.csv|pinnacle-history-20260622-094334.csv|pinnacle-history-20260622-095117.csv|pinnacle-history-20260622-101331.csv,2026-06-22
ATP,result_not_found_in_window,Denis Shapovalov,Rinky Hijikata,denis shapovalov,rinky hijikata,2026-07-26,2026-07-28,36,pinnacle-history-20260726-223545.csv|pinnacle-history-20260727-091427.csv|pinnacle-history-20260727-093542.csv|pinnacle-history-20260727-094031.csv|pinnacle-history-20260727-100543.csv|pinnacle-history-20260727-101035.csv|pinnacle-history-20260727-104032.csv|pinnacle-history-20260727-111226.csv|pinnacle-history-20260727-114434.csv|pinnacle-history-20260727-125910.csv|pinnacle-history-20260727-131658.csv|pinnacle-history-20260727-134635.csv|pinnacle-history-20260727-141132.csv|pinnacle-history-20260727-144307.csv|pinnacle-history-20260727-151650.csv|pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-27|2026-07-28|2026-07-29
ATP,result_not_found_in_window,Elmer Moller,Timofey Skatov,elmer moller,timofey skatov,2026-05-18,2026-05-19,31,pinnacle-history-20260518-112006.csv|pinnacle-history-20260518-122010.csv|pinnacle-history-20260518-125009.csv|pinnacle-history-20260518-132011.csv|pinnacle-history-20260518-135008.csv|pinnacle-history-20260518-145016.csv|pinnacle-history-20260518-152126.csv|pinnacle-history-20260518-155006.csv|pinnacle-history-20260518-162003.csv|pinnacle-history-20260518-165007.csv|pinnacle-history-20260518-172004.csv|pinnacle-history-20260518-175005.csv|pinnacle-history-20260518-182012.csv|pinnacle-history-20260518-185004.csv|pinnacle-history-20260518-192142.csv|pinnacle-history-20260518-195007.csv|pinnacle-history-20260518-202008.csv|pinnacle-history-20260518-205005.csv|pinnacle-history-20260518-212016.csv|pinnacle-history-20260518-215307.csv|pinnacle-history-20260518-222138.csv|pinnacle-history-20260518-225020.csv|pinnacle-history-20260518-230228.csv|pinnacle-history-20260518-232010.csv|pinnacle-history-20260519-090433.csv|pinnacle-history-20260519-090756.csv|pinnacle-history-20260519-092002.csv|pinnacle-history-20260519-093430.csv|pinnacle-history-20260519-095005.csv|pinnacle-history-20260519-101206.csv|pinnacle-history-20260519-103458.csv,
ATP,result_not_found_in_window,Ethan Quinn,Ben Shelton,ethan quinn,ben shelton,2026-07-26,2026-07-26,10,pinnacle-history-20260726-160542.csv|pinnacle-history-20260726-163543.csv|pinnacle-history-20260726-170543.csv|pinnacle-history-20260726-173545.csv|pinnacle-history-20260726-180542.csv|pinnacle-history-20260726-183541.csv|pinnacle-history-20260726-190544.csv|pinnacle-history-20260726-193541.csv|pinnacle-history-20260726-200541.csv|pinnacle-history-20260726-203541.csv,2026-07-27
ATP,result_not_found_in_window,Ethan Quinn,Francisco Comesana,ethan quinn,francisco comesana,2026-05-21,2026-05-21,14,pinnacle-history-20260521-174315.csv|pinnacle-history-20260521-181302.csv|pinnacle-history-20260521-184452.csv|pinnacle-history-20260521-191425.csv|pinnacle-history-20260521-195012.csv|pinnacle-history-20260521-201356.csv|pinnacle-history-20260521-204326.csv|pinnacle-history-20260521-211313.csv|pinnacle-history-20260521-214305.csv|pinnacle-history-20260521-221304.csv|pinnacle-history-20260521-224309.csv|pinnacle-history-20260521-230219.csv|pinnacle-history-20260521-231308.csv|pinnacle-history-20260521-234257.csv,
ATP,result_not_found_in_window,Fabian Marozsan,Juan Carlos Prado Angelo,fabian marozsan,juan carlos prado angelo,2026-07-13,2026-07-14,19,pinnacle-history-20260713-183522.csv|pinnacle-history-20260713-190948.csv|pinnacle-history-20260713-200134.csv|pinnacle-history-20260713-203227.csv|pinnacle-history-20260713-210353.csv|pinnacle-history-20260713-214126.csv|pinnacle-history-20260713-220016.csv|pinnacle-history-20260713-223021.csv|pinnacle-history-20260713-230011.csv|pinnacle-history-20260714-085124.csv|pinnacle-history-20260714-092804.csv|pinnacle-history-20260714-095302.csv|pinnacle-history-20260714-102208.csv|pinnacle-history-20260714-112435.csv|pinnacle-history-20260714-115238.csv|pinnacle-history-20260714-122236.csv|pinnacle-history-20260714-125235.csv|pinnacle-history-20260714-132221.csv|pinnacle-history-20260714-135233.csv,2026-07-14
ATP,result_not_found_in_window,Felix Auger Aliassime,Daniel Altmaier,felix auger aliassime,daniel altmaier,2026-05-21,2026-05-21,20,pinnacle-history-20260521-144347.csv|pinnacle-history-20260521-151302.csv|pinnacle-history-20260521-154331.csv|pinnacle-history-20260521-161355.csv|pinnacle-history-20260521-164519.csv|pinnacle-history-20260521-171331.csv|pinnacle-history-20260521-174315.csv|pinnacle-history-20260521-181302.csv|pinnacle-history-20260521-184452.csv|pinnacle-history-20260521-191425.csv|pinnacle-history-20260521-195012.csv|pinnacle-history-20260521-201356.csv|pinnacle-history-20260521-204326.csv|pinnacle-history-20260521-211313.csv|pinnacle-history-20260521-214305.csv|pinnacle-history-20260521-221304.csv|pinnacle-history-20260521-224309.csv|pinnacle-history-20260521-230219.csv|pinnacle-history-20260521-231308.csv|pinnacle-history-20260521-234257.csv,
