chance_of_playing_next_round,element_id,player_name,source,source_fetched_at_utc,source_season,status,team,web_name
,492,Taiwo Awoniyi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Awoniyi
,493,Arnaud Kalimuendo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Kalimuendo
,558,Xaver Schlager,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Schlager
,112,Jan Paul van Hecke,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Van Hecke
,455,Sandro Tonali,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Tonali
,494,Guglielmo Vicario,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Vicario
,495,Brandon Austin,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Austin
,496,Antonín Kinský,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Kinsky
,497,Martin Dubravka,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Dubravka
,498,Marcos Senesi Barón,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Senesi
,499,Pedro Porro Sauceda,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Pedro Porro
,500,Cristian Romero,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Romero
,501,Kevin Danso,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Danso
,502,Andrew Robertson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Robertson
,503,Micky van de Ven,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Van de Ven
,505,Djed Spence,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Spence
,506,Destiny Udogie,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Udogie
,507,Ashley Phillips,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Phillips
,508,Ben Davies,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Davies
,509,Jun'ai Byfield,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Byfield
,510,James Rowswell,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Rowswell
,511,João Victor de Souza Menezes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Souza
75,512,Mohammed Kudus,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Spurs,Kudus
0,513,Xavi Simons,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Spurs,Xavi
,514,Mathys Tel,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Tel
,515,James Maddison,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Maddison
,516,Rodrigo Bentancur,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Bentancur
0,517,Wilson Odobert,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Spurs,Odobert
,518,Pape Matar Sarr,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,P.M.Sarr
,519,Conor Gallagher,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Gallagher
,520,Lucas Bergvall,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Bergvall
0,521,Dejan Kulusevski,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Spurs,Kulusevski
,522,Archie Gray,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Gray
,523,Mikey Moore,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Moore
,524,Callum Olusesi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Olusesi
,525,Mateus Fernandes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Fernandes
,526,Dominic Solanke-Mitchell,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Solanke
,527,Richarlison de Andrade,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Richarlison
,528,Dane Scarlett,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Spurs,Scarlett
,529,Robin Roefs,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Roefs
,530,Anthony Patterson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Patterson
,531,Melker Ellborg,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Ellborg
,532,Daniel Ballard,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Ballard
,533,Nordi Mukiele,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Mukiele
,534,Trai Hume,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Hume
,535,Omar Alderete,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Alderete
,536,Reinildo Mandava,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Reinildo
,537,Jenson Seelt,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Seelt
,538,Leo Fuhr Hjelde,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Hjelde
,539,Luke O'Nien,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,O'Nien
,540,Arthur Masuaku,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Masuaku
,541,Thomas Meunier,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Meunier
,542,Enzo Le Fée,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,E.Le Fée
,543,Habib Diarra,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Diarra
,544,Granit Xhaka,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Xhaka
,545,Noah Sadiki,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Sadiki
,546,Simon Adingra,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Adingra
,547,Romaine Mundle,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Mundle
,548,Chris Rigg,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Rigg
,549,Chemsdine Talbi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Talbi
,550,Djiamgone Jocelin Ta Bi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Jocelin.T
,551,Nilson Angulo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Angulo
,552,Brian Brobbey,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Brobbey
,553,Wilson Isidor,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Sunderland,Isidor
