tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-1541,Tunis CH,Clay,32,C,20250512,349,200385,6,,Dan Added,R,183,FRA,26.0,208104,11,,Andrea Picchione,R,183,ITA,26.9,4-3 RET,3,Q2,37,0,0,27,15,7,7,4,2,4,0,2,13,6,2,3,3,1,3,371,133,419,112
2025-1541,Tunis CH,Clay,32,C,20250512,348,122352,1,,Christoph Negritu,R,193,GER,31.1,209360,,,Samir Hamza Reguig,R,183,ALG,23.2,7-5 7-6(2),3,Q1,130,1,0,72,34,25,22,12,2,5,0,6,95,65,37,15,12,10,14,308,170,679,43
2025-1541,Tunis CH,Clay,32,C,20250512,347,210005,,,Kilian Feldbausch,R,191,SUI,19.6,202398,10,,Michael Vrbensky,R,180,CZE,25.3,6-2 6-3,3,Q1,84,0,2,52,33,19,13,8,5,7,3,10,65,33,18,11,9,5,11,514,76,412,113
2025-1541,Tunis CH,Clay,32,C,20250512,346,105882,2,,Stefano Travaglia,R,185,ITA,33.3,212725,,WC,Alaa Trifi,U,,TUN,18.2,6-3 6-4,3,Q1,84,1,0,55,26,16,13,9,5,9,1,14,56,23,15,8,10,1,8,309,170,,
2025-1541,Tunis CH,Clay,32,C,20250512,345,211767,,Alt,James Watt,R,206,NZL,24.9,210498,8,,Gerard Campana Lee,R,183,KOR,20.5,6-3 6-4,3,Q1,79,6,1,65,43,28,14,10,3,4,0,2,65,38,23,15,9,4,7,746,33,383,125
2025-1541,Tunis CH,Clay,32,C,20250512,344,123809,3,,Ivan Gakhov,L,191,RUS,28.4,208253,,,Niels Visker,R,191,NED,23.5,6-2 7-6(3),3,Q1,83,7,4,61,34,29,16,10,4,5,7,1,72,37,29,16,10,4,7,317,164,624,53
2025-1541,Tunis CH,Clay,32,C,20250512,343,207527,,Alt,Buvaysar Gadamauri,R,183,BEL,24.8,208328,7,,Max Wiskandt,R,191,GER,23.2,6-3 6-4,3,Q1,79,3,0,53,40,28,8,9,2,3,1,4,66,47,27,8,10,6,10,662,46,377,128
2025-1541,Tunis CH,Clay,32,C,20250512,342,207704,4,,Alex Marti Pujolras,R,185,ESP,26.2,202418,,,Stijn Slump,R,188,NED,26.2,6-4 6-1,3,Q1,76,2,2,58,41,27,8,9,4,6,3,3,51,29,16,6,8,3,8,343,148,550,67
2025-1541,Tunis CH,Clay,32,C,20250512,341,106162,12,,Franco Agamenone,R,191,ITA,32.0,208071,,,Oleksii Krutykh,R,185,UKR,25.1,6-4 6-2,3,Q1,83,6,4,56,31,25,15,9,4,4,0,4,54,24,17,13,9,1,4,437,104,459,98
2025-1541,Tunis CH,Clay,32,C,20250512,340,210558,5,,Hynek Barton,R,183,CZE,21.0,212627,,WC,Omar Knani,U,,TUN,20.2,6-1 6-0,3,Q1,68,1,2,39,19,14,15,6,4,4,0,3,48,27,12,6,7,2,8,366,134,,
2025-1541,Tunis CH,Clay,32,C,20250512,338,200385,6,,Dan Added,R,183,FRA,26.0,200298,,WC,Adam Nagoudi,U,,TUN,24.6,5-1 RET,3,Q1,24,1,0,17,13,11,2,3,0,0,0,3,16,6,4,2,3,1,3,371,133,,
2025-1541,Tunis CH,Clay,32,C,20250512,337,208104,11,,Andrea Picchione,R,183,ITA,26.9,200681,,Alt,Adil Kalyanpur,R,188,IND,25.2,6-0 6-1,3,Q1,71,0,2,44,27,18,12,6,3,3,0,1,64,35,19,8,7,9,15,419,112,867,23
2025-9500,Zagreb CH,Clay,32,C,20250512,385,209976,,WC,Dino Prizmic,R,188,CRO,19.7,209414,,,Luca Van Assche,R,178,FRA,20.9,6-2 0-0 RET,3,F,59,0,1,24,12,7,10,4,0,0,0,1,36,23,13,5,4,5,7,334,151,211,269
2025-9500,Zagreb CH,Clay,32,C,20250512,384,209414,,,Luca Van Assche,R,178,FRA,20.9,202146,,LL,Luka Pavlovic,R,196,FRA,25.0,6-3 6-2,3,SF,89,1,2,55,45,32,6,9,1,2,2,5,66,29,21,12,8,6,10,211,269,238,236
2025-9500,Zagreb CH,Clay,32,C,20250512,383,209976,,WC,Dino Prizmic,R,188,CRO,19.7,105477,,,Marco Trungelliti,R,178,ARG,35.2,6-3 6-7(5) 7-5,3,SF,203,5,4,103,58,41,23,17,3,7,2,4,122,82,51,19,16,13,19,334,151,183,300
2025-9500,Zagreb CH,Clay,32,C,20250512,382,202146,,LL,Luka Pavlovic,R,196,FRA,25.0,209890,,Alt,Mili Poljicak,R,185,CRO,20.8,6-1 7-5,3,QF,89,3,3,51,27,18,16,9,2,4,1,1,69,44,24,9,10,7,13,238,236,270,199
2025-9500,Zagreb CH,Clay,32,C,20250512,381,209414,,,Luca Van Assche,R,178,FRA,20.9,209209,8,,Filip Misolic,R,180,AUT,23.7,6-4 6-4,3,QF,116,2,1,84,64,41,11,10,4,5,0,1,59,39,25,10,10,3,6,211,269,180,301
2025-9500,Zagreb CH,Clay,32,C,20250512,380,105477,,,Marco Trungelliti,R,178,ARG,35.2,208004,4,,Harold Mayot,R,180,FRA,23.2,7-6(4) 6-2,3,QF,100,4,2,61,37,27,14,10,1,3,3,3,63,44,30,5,10,1,5,183,300,144,398
2025-9500,Zagreb CH,Clay,32,C,20250512,379,209976,,WC,Dino Prizmic,R,188,CRO,19.7,208843,2,,Jerome Kym,R,198,SUI,22.2,6-2 6-3,3,QF,89,4,3,62,33,25,17,9,5,5,2,1,54,27,17,13,8,4,7,334,151,127,466
2025-9500,Zagreb CH,Clay,32,C,20250512,378,202146,,LL,Luka Pavlovic,R,196,FRA,25.0,208293,,Alt,Gonzalo Bueno,R,173,PER,21.0,7-6(14) 6-4,3,R16,124,10,6,88,44,34,22,11,2,4,1,3,80,59,39,9,11,1,4,238,236,327,158
2025-9500,Zagreb CH,Clay,32,C,20250512,377,209890,,Alt,Mili Poljicak,R,185,CRO,20.8,122078,6,,Dmitry Popko,R,191,KAZ,28.5,6-3 6-2,3,R16,104,3,1,94,60,41,15,9,13,14,1,1,46,22,13,11,8,0,4,270,199,163,345
2025-9500,Zagreb CH,Clay,32,C,20250512,376,209414,,,Luca Van Assche,R,178,FRA,20.9,106220,,Q,Dimitar Kuzmanov,R,183,BUL,31.7,6-4 6-2,3,R16,99,2,3,54,37,26,8,9,4,6,1,1,57,28,13,14,9,5,10,211,269,269,199
2025-9500,Zagreb CH,Clay,32,C,20250512,375,209209,8,,Filip Misolic,R,180,AUT,23.7,106293,,PR,Kimmer Coppejans,R,178,BEL,31.2,7-6(5) 2-6 7-6(5),3,R16,168,7,2,112,70,46,17,16,6,12,2,3,103,65,42,19,16,6,10,180,301,275,195
2025-9500,Zagreb CH,Clay,32,C,20250512,374,105477,,,Marco Trungelliti,R,178,ARG,35.2,106057,,,Facundo Mena,R,183,ARG,32.6,2-6 6-4 7-6(4),3,R16,164,1,8,95,50,34,25,15,2,7,9,5,112,66,41,22,15,5,9,183,300,221,255
2025-9500,Zagreb CH,Clay,32,C,20250512,373,208004,4,,Harold Mayot,R,180,FRA,23.2,209984,,Q,Milos Karol,R,198,SVK,22.3,6-2 6-4,3,R16,85,3,0,46,35,27,6,9,0,1,1,2,78,45,25,14,9,11,15,144,398,433,106
2025-9500,Zagreb CH,Clay,32,C,20250512,372,209976,,WC,Dino Prizmic,R,188,CRO,19.7,208021,5,,Kyrian Jacquet,R,178,FRA,23.9,7-5 6-2,3,R16,114,6,4,83,51,33,16,10,8,11,2,2,55,28,17,10,10,2,8,334,151,150,382
2025-9500,Zagreb CH,Clay,32,C,20250512,371,208843,2,,Jerome Kym,R,198,SUI,22.2,200325,,,Emil Ruusuvuori,R,188,FIN,26.0,6-2 6-0,3,R16,55,1,1,41,24,20,10,7,1,1,3,5,42,22,10,8,7,2,7,127,466,235,238
2025-9500,Zagreb CH,Clay,32,C,20250512,370,208293,,Alt,Gonzalo Bueno,R,173,PER,21.0,105173,1,,Adrian Mannarino,L,180,FRA,36.8,6-2 6-7(9) 6-3,3,R32,162,0,1,103,74,44,13,14,14,18,0,2,107,64,33,18,15,7,15,327,158,126,466
2025-9500,Zagreb CH,Clay,32,C,20250512,369,202146,,LL,Luka Pavlovic,R,196,FRA,25.0,206904,,,Gauthier Onclin,R,180,BEL,24.1,1-6 6-2 6-4,3,R32,116,11,3,75,42,32,16,12,4,6,0,3,86,58,39,15,13,4,7,238,236,192,286
2025-9500,Zagreb CH,Clay,32,C,20250512,368,209890,,Alt,Mili Poljicak,R,185,CRO,20.8,123983,,Q,Nerman Fatic,R,191,BIH,30.5,4-6 6-3 7-6(2),3,R32,163,5,2,110,63,44,26,16,4,7,3,4,99,76,50,10,15,5,8,270,199,348,146
2025-9500,Zagreb CH,Clay,32,C,20250512,367,122078,6,,Dmitry Popko,R,191,KAZ,28.5,212063,,WC,Matej Dodig,R,188,CRO,19.7,6-4 6-4,3,R32,117,0,1,63,35,28,16,10,5,5,2,3,70,37,23,19,10,7,9,163,345,342,148
2025-9500,Zagreb CH,Clay,32,C,20250512,366,209414,,,Luca Van Assche,R,178,FRA,20.9,207494,3,,Dalibor Svrcina,R,178,CZE,22.5,6-2 6-1,3,R32,91,1,1,39,28,20,6,7,0,1,0,3,74,48,22,10,8,9,15,211,269,128,466
2025-9500,Zagreb CH,Clay,32,C,20250512,365,106220,,Q,Dimitar Kuzmanov,R,183,BUL,31.7,126340,,,Viktor Durasovic,R,185,NOR,28.1,6-4 7-5,3,R32,135,2,1,71,53,35,10,11,5,7,4,1,91,47,31,19,11,13,17,269,199,246,227
2025-9500,Zagreb CH,Clay,32,C,20250512,364,106293,,PR,Kimmer Coppejans,R,178,BEL,31.2,105613,,Q,Norbert Gombos,R,193,SVK,34.7,6-3 6-3,3,R32,90,2,5,65,36,26,16,9,6,7,3,2,56,35,20,10,9,3,7,275,195,328,157
2025-9500,Zagreb CH,Clay,32,C,20250512,363,209209,8,,Filip Misolic,R,180,AUT,23.7,208069,,Alt,Max Houkes,L,188,NED,24.8,6-1 6-1,3,R32,69,1,1,34,26,22,6,7,0,0,3,3,56,31,15,9,7,8,13,180,301,249,224
2025-9500,Zagreb CH,Clay,32,C,20250512,362,106057,,,Facundo Mena,R,183,ARG,32.6,207213,7,,Duje Ajdukovic,R,188,CRO,24.2,6-2 7-6(2),3,R32,90,3,1,57,27,21,22,10,0,1,4,3,68,51,33,8,10,5,8,221,255,175,313
2025-9500,Zagreb CH,Clay,32,C,20250512,361,105477,,,Marco Trungelliti,R,178,ARG,35.2,207484,,Q,Neil Oberleitner,R,193,AUT,25.7,6-2 2-6 6-4,3,R32,119,2,1,81,58,34,14,13,6,10,2,3,87,52,33,14,13,5,10,183,300,384,125
2025-9500,Zagreb CH,Clay,32,C,20250512,360,209984,,Q,Milos Karol,R,198,SVK,22.3,208260,,,Zachary Svajda,R,175,USA,22.4,6-2 6-3,3,R32,58,9,0,48,26,24,15,9,1,1,0,1,47,30,17,8,8,1,4,433,106,229,244
2025-9500,Zagreb CH,Clay,32,C,20250512,359,208004,4,,Harold Mayot,R,180,FRA,23.2,200514,,,Jurij Rodionov,L,191,AUT,25.9,7-5 6-7(3) 6-2,3,R32,151,0,3,98,55,38,22,16,3,6,1,5,99,66,40,13,16,2,8,144,398,228,246
2025-9500,Zagreb CH,Clay,32,C,20250512,358,208021,5,,Kyrian Jacquet,R,178,FRA,23.9,200259,,,Ugo Blanchet,R,175,FRA,26.3,7-6(3) 6-0,3,R32,106,5,3,77,40,29,22,9,7,8,0,2,70,33,21,15,9,5,9,150,382,186,296
2025-9500,Zagreb CH,Clay,32,C,20250512,357,209976,,WC,Dino Prizmic,R,188,CRO,19.7,105806,,Q,Mirza Basic,R,188,BIH,33.8,6-1 6-2,3,R32,61,7,0,43,25,20,14,8,0,0,0,0,40,30,16,2,7,1,5,334,151,520,75
2025-9500,Zagreb CH,Clay,32,C,20250512,356,200325,,,Emil Ruusuvuori,R,188,FIN,26.0,210053,,WC,Luka Mikrut,R,188,CRO,21.0,6-4 3-6 6-3,3,R32,120,6,5,99,70,46,13,14,5,9,3,3,88,52,33,15,14,5,10,235,238,281,189
2025-9500,Zagreb CH,Clay,32,C,20250512,355,208843,2,,Jerome Kym,R,198,SUI,22.2,202320,,,Beibit Zhukayev,R,198,KAZ,24.5,6-2 4-0 RET,3,R32,45,5,0,27,18,18,6,6,0,0,0,2,39,29,13,5,6,3,7,127,466,220,255
2025-9500,Zagreb CH,Clay,32,C,20250512,354,207484,7,,Neil Oberleitner,R,193,AUT,25.7,202146,1,Alt,Luka Pavlovic,R,196,FRA,25.0,7-6(5) 7-6(3),3,Q2,122,1,0,85,58,42,18,12,1,2,13,5,92,53,40,20,12,3,4,384,125,238,236
2025-9500,Zagreb CH,Clay,32,C,20250512,353,106220,2,,Dimitar Kuzmanov,R,183,BUL,31.7,209322,11,,Martin Krumich,R,188,CZE,22.3,6-4 6-3,3,Q2,127,1,1,70,48,32,10,10,1,3,0,1,71,49,30,8,9,9,13,269,199,491,85
2025-9500,Zagreb CH,Clay,32,C,20250512,352,105806,,Alt,Mirza Basic,R,188,BIH,33.8,209928,,PR,Kalin Ivanovski,R,196,MKD,20.9,6-4 3-6 7-6(1),3,Q2,141,0,0,100,71,45,15,15,9,13,5,1,95,62,43,13,16,2,6,520,75,1022,13
2025-9500,Zagreb CH,Clay,32,C,20250512,351,105613,4,,Norbert Gombos,R,193,SVK,34.7,209251,,,Stefan Popovic,R,178,SRB,21.9,6-4 3-6 6-2,3,Q2,135,2,2,88,56,42,17,13,7,9,0,2,91,68,44,9,14,9,13,328,157,519,76
2025-9500,Zagreb CH,Clay,32,C,20250512,350,123983,5,,Nerman Fatic,R,191,BIH,30.5,208343,12,Alt,Andrew Paulson,R,191,CZE,23.4,7-6(2) 6-2,3,Q2,87,7,3,54,28,22,15,10,0,3,5,5,73,44,24,12,10,6,11,348,146,506,78
2025-9500,Zagreb CH,Clay,32,C,20250512,349,209984,9,,Milos Karol,R,198,SVK,22.3,200484,6,,Rudolf Molleker,R,188,GER,24.5,6-2 6-2,3,Q2,50,11,2,43,27,21,9,8,3,4,0,1,44,28,13,7,8,2,7,433,106,375,129
2025-9500,Zagreb CH,Clay,32,C,20250512,348,207484,7,,Neil Oberleitner,R,193,AUT,25.7,200125,,Alt,Mykyta Mashtakov,R,175,UKR,26.1,6-4 7-6(9),3,Q1,128,5,2,75,49,36,15,11,1,2,0,1,82,54,41,12,11,1,3,384,125,902,21
2025-9500,Zagreb CH,Clay,32,C,20250512,347,106220,2,,Dimitar Kuzmanov,R,183,BUL,31.7,207228,,WC,Roko Horvat,R,191,CRO,24.0,6-3 6-1,3,Q1,80,3,1,53,34,23,8,8,1,3,1,3,49,33,16,5,8,4,10,269,199,,
2025-9500,Zagreb CH,Clay,32,C,20250512,346,209322,11,,Martin Krumich,R,188,CZE,22.3,212294,,WC,Matei Todoran,U,,ROU,,6-1 6-1,3,Q1,53,2,1,41,31,24,6,7,1,1,1,3,43,16,5,11,7,4,9,491,85,,
2025-9500,Zagreb CH,Clay,32,C,20250512,345,105806,,Alt,Mirza Basic,R,188,BIH,33.8,207415,3,,Daniel Michalski,R,180,POL,25.3,6-3 6-3,3,Q1,87,3,2,65,36,24,18,9,4,5,0,0,55,32,17,11,9,1,5,520,75,319,161
2025-9500,Zagreb CH,Clay,32,C,20250512,344,209928,,PR,Kalin Ivanovski,R,196,MKD,20.9,144985,8,,Ergi Kirkin,R,180,TUR,26.2,6-3 5-7 6-1,3,Q1,160,0,4,82,45,32,20,14,3,7,1,2,111,68,38,19,14,14,21,1022,13,429,109
2025-9500,Zagreb CH,Clay,32,C,20250512,343,105613,4,,Norbert Gombos,R,193,SVK,34.7,211333,,WC,Vito Tonejc,R,191,CRO,25.8,6-2 5-7 6-3,3,Q1,122,6,4,93,60,46,15,15,6,9,3,0,82,54,33,13,14,3,8,328,157,1052,12
2025-9500,Zagreb CH,Clay,32,C,20250512,342,209251,,,Stefan Popovic,R,178,SRB,21.9,210107,10,,Bor Artnak,R,193,SLO,20.9,1-6 6-3 6-1,3,Q1,124,0,2,70,47,32,9,11,3,6,4,3,87,55,33,13,12,2,7,519,76,484,88
2025-9500,Zagreb CH,Clay,32,C,20250512,341,123983,5,,Nerman Fatic,R,191,BIH,30.5,212924,,WC,Emanuel Ivanisevic,U,,CRO,17.5,6-3 6-3,3,Q1,79,3,0,45,29,26,11,9,1,1,2,0,63,29,16,20,9,5,8,348,146,1998,1
2025-9500,Zagreb CH,Clay,32,C,20250512,340,200484,6,,Rudolf Molleker,R,188,GER,24.5,210091,,Alt,Filip Pieczonka,L,,POL,21.0,6-2 6-7(3) 6-4,3,Q1,134,8,7,110,70,51,23,15,10,10,10,6,88,51,42,17,15,3,6,375,129,745,33
2025-9500,Zagreb CH,Clay,32,C,20250512,339,209984,9,,Milos Karol,R,198,SVK,22.3,211530,,JR,Tomasz Berkieta,R,191,POL,18.7,6-1 3-6 6-1,3,Q1,93,13,5,79,47,40,12,12,5,6,2,6,69,39,29,10,11,3,7,433,106,915,20
2025-3824,Bordeaux CH,Clay,28,C,20250513,385,208659,4,,Giovanni Mpetshi Perricard,R,203,FRA,21.8,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,33.1,6-3 6-7(5) 7-5,3,F,135,26,10,119,77,62,20,17,11,12,7,1,94,57,43,21,16,3,6,36,1464,157,361
2025-3824,Bordeaux CH,Clay,28,C,20250513,384,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,33.1,134868,3,,Tallon Griekspoor,R,188,NED,28.8,6-4 6-0,3,SF,60,2,1,50,26,19,15,8,3,4,2,3,43,25,13,8,8,0,5,157,361,35,1505
2025-3824,Bordeaux CH,Clay,28,C,20250513,383,208659,4,,Giovanni Mpetshi Perricard,R,203,FRA,21.8,208014,,,Rinky Hijikata,R,178,AUS,24.1,7-5 7-6(5),3,SF,112,11,3,77,48,40,14,12,2,3,5,4,86,54,40,16,12,5,7,36,1464,82,761
2025-3824,Bordeaux CH,Clay,28,C,20250513,382,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,33.1,206909,1,,Brandon Nakashima,R,188,USA,23.7,6-2 6-7(4) 6-3,3,QF,118,12,2,82,48,38,24,15,1,2,7,2,91,66,42,15,14,4,8,157,361,29,1675
2025-3824,Bordeaux CH,Clay,28,C,20250513,381,134868,3,,Tallon Griekspoor,R,188,NED,28.8,209279,,WC,Terence Atmane,L,193,FRA,23.3,7-6(3) 6-7(11) 7-5,3,QF,173,9,0,112,73,61,23,18,0,1,16,5,153,93,70,28,18,12,14,35,1505,119,503
2025-3824,Bordeaux CH,Clay,28,C,20250513,380,208659,4,,Giovanni Mpetshi Perricard,R,203,FRA,21.8,207686,,,Alexander Shevchenko,R,185,KAZ,24.4,7-5 7-5,3,QF,82,14,2,64,38,31,15,12,4,6,4,2,69,43,27,14,12,3,7,36,1464,97,605
2025-3824,Bordeaux CH,Clay,28,C,20250513,379,208014,,,Rinky Hijikata,R,178,AUS,24.1,133975,,Alt,Benjamin Hassan,R,183,LBN,30.2,6-4 7-6(3),3,QF,96,2,3,82,56,43,11,11,5,7,4,6,74,41,29,16,11,2,5,82,761,239,234
2025-3824,Bordeaux CH,Clay,28,C,20250513,378,206909,1,,Brandon Nakashima,R,188,USA,23.7,105062,,Alt,Mikhail Kukushkin,R,183,KAZ,37.3,6-3 7-5,3,R16,85,7,0,52,31,28,17,11,0,0,2,0,62,42,27,12,10,3,5,29,1675,165,341
2025-3824,Bordeaux CH,Clay,28,C,20250513,377,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,33.1,111460,5,,Quentin Halys,R,191,FRA,28.5,7-6(7) 7-6(4),3,R16,95,14,3,80,47,42,18,12,3,3,14,0,77,55,43,13,12,1,1,157,361,52,1015
2025-3824,Bordeaux CH,Clay,28,C,20250513,376,134868,3,,Tallon Griekspoor,R,188,NED,28.8,126129,,,Billy Harris,R,193,GBR,30.2,6-3 6-4,3,R16,69,11,1,49,34,28,12,10,0,0,1,3,55,33,26,8,9,0,2,35,1505,105,577
2025-3824,Bordeaux CH,Clay,28,C,20250513,375,209279,,WC,Terence Atmane,L,193,FRA,23.3,200384,7,,Hugo Gaston,L,173,FRA,24.6,1-6 6-3 6-3,3,R16,100,5,2,83,51,34,16,13,5,8,2,0,73,52,31,13,12,3,6,119,503,78,793
2025-3824,Bordeaux CH,Clay,28,C,20250513,374,207686,,,Alexander Shevchenko,R,185,KAZ,24.4,123921,,Q,Calvin Hemery,R,191,FRA,30.2,6-3 6-4,3,R16,77,6,1,58,45,40,4,10,4,4,5,3,54,38,28,6,9,3,5,97,605,176,313
2025-3824,Bordeaux CH,Clay,28,C,20250513,373,208659,4,,Giovanni Mpetshi Perricard,R,203,FRA,21.8,105732,,,Pierre Hugues Herbert,R,188,FRA,34.1,6-3 7-6(7),3,R16,106,12,3,60,33,29,18,10,1,1,4,8,91,56,37,18,11,4,6,36,1464,148,389
2025-3824,Bordeaux CH,Clay,28,C,20250513,372,133975,,Alt,Benjamin Hassan,R,183,LBN,30.2,106000,6,,Damir Dzumhur,R,175,BIH,32.9,3-6 6-3 6-1,3,R16,98,3,4,69,36,28,14,12,5,8,1,4,76,57,35,6,13,4,10,239,234,69,881
2025-3824,Bordeaux CH,Clay,28,C,20250513,371,208014,,,Rinky Hijikata,R,178,AUS,24.1,202104,2,,Sebastian Baez,R,170,ARG,24.3,6-4 3-6 6-2,3,R16,135,3,2,108,68,43,23,13,6,7,5,2,88,71,47,8,14,7,10,82,761,33,1540
2025-3824,Bordeaux CH,Clay,28,C,20250513,370,105062,,Alt,Mikhail Kukushkin,R,183,KAZ,37.3,200303,,,Pavel Kotov,R,191,RUS,26.4,7-6(6) 6-4,3,R32,130,0,1,78,52,37,15,11,8,9,4,5,81,44,35,17,11,6,8,165,341,136,437
2025-3824,Bordeaux CH,Clay,28,C,20250513,369,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,33.1,105077,,Q,Albert Ramos,L,188,ESP,37.2,6-2 6-2,3,R32,64,6,2,47,28,22,12,8,1,1,3,0,50,32,20,6,8,5,9,157,361,259,218
2025-3824,Bordeaux CH,Clay,28,C,20250513,368,111460,5,,Quentin Halys,R,191,FRA,28.5,126523,,Q,Bernabe Zapata Miralles,R,183,ESP,28.3,6-4 6-3,3,R32,85,10,3,74,41,35,11,10,6,7,1,2,50,39,25,4,9,1,4,52,1015,330,155
2025-3824,Bordeaux CH,Clay,28,C,20250513,367,126129,,,Billy Harris,R,193,GBR,30.2,104527,,WC,Stan Wawrinka,R,183,SUI,40.1,3-6 6-2 6-1,3,R32,102,8,2,71,42,32,15,12,2,4,6,1,73,44,28,12,12,2,7,105,577,132,445
2025-3824,Bordeaux CH,Clay,28,C,20250513,366,209279,,WC,Terence Atmane,L,193,FRA,23.3,123755,,,Daniel Elahi Galan,R,191,COL,28.8,7-5 7-5,3,R32,108,7,3,78,46,36,20,12,8,8,1,4,77,56,39,10,12,3,5,119,503,124,484
2025-3824,Bordeaux CH,Clay,28,C,20250513,365,200384,7,,Hugo Gaston,L,173,FRA,24.6,111576,,Alt,Sumit Nagal,R,178,IND,27.7,6-3 6-4,3,R32,94,1,3,69,49,36,8,9,9,10,1,0,69,45,29,8,10,3,7,78,793,169,332
2025-3824,Bordeaux CH,Clay,28,C,20250513,364,123921,,Q,Calvin Hemery,R,191,FRA,30.2,206499,8,,Aleksandar Kovacevic,R,183,USA,26.6,7-5 3-6 6-3,3,R32,119,15,4,77,50,40,14,15,2,4,10,10,92,53,41,20,15,6,9,176,313,80,785
2025-3824,Bordeaux CH,Clay,28,C,20250513,363,207686,,,Alexander Shevchenko,R,185,KAZ,24.4,126409,,Alt,Hugo Grenier,R,196,FRA,29.1,7-6(4) 6-1,3,R32,104,3,2,70,38,31,17,10,1,2,6,1,73,55,34,7,9,4,7,97,605,172,317
2025-3824,Bordeaux CH,Clay,28,C,20250513,362,105732,,,Pierre Hugues Herbert,R,188,FRA,34.1,106121,,,Taro Daniel,R,191,JPN,32.2,7-6(5) 6-2,3,R32,104,11,5,65,39,30,12,10,2,4,1,3,73,45,24,15,10,3,7,148,389,138,423
2025-3824,Bordeaux CH,Clay,28,C,20250513,361,106000,6,,Damir Dzumhur,R,175,BIH,32.9,106288,,WC,Mathias Bourgue,R,188,FRA,31.2,7-6(5) 6-2,3,R32,94,1,1,66,47,34,11,10,4,4,5,2,68,48,34,8,10,4,6,69,881,515,76
2025-3824,Bordeaux CH,Clay,28,C,20250513,360,133975,,Alt,Benjamin Hassan,R,183,LBN,30.2,106296,,Q,Gregoire Barrere,R,183,FRA,31.2,6-3 3-1 RET,3,R32,56,2,2,52,23,18,16,6,2,2,2,4,50,26,17,10,7,5,8,239,234,222,254
2025-3824,Bordeaux CH,Clay,28,C,20250513,359,208014,,,Rinky Hijikata,R,178,AUS,24.1,210460,,,Nishesh Basavareddy,R,180,USA,20.0,6-3 4-6 6-4,3,R32,144,1,1,95,60,38,21,14,6,9,3,4,91,54,39,16,15,5,10,82,761,100,594
2025-3824,Bordeaux CH,Clay,28,C,20250513,358,123921,1,,Calvin Hemery,R,191,FRA,30.2,144972,6,,Geoffrey Blancaneaux,R,180,FRA,26.7,6-2 6-4,3,Q2,80,7,0,57,38,30,10,9,4,4,2,6,55,31,26,8,9,3,6,176,313,272,198
2025-3824,Bordeaux CH,Clay,28,C,20250513,357,126523,,,Bernabe Zapata Miralles,R,183,ESP,28.3,105554,2,,Daniel Evans,R,175,GBR,34.9,6-3 6-0,3,Q2,56,5,0,47,34,25,7,8,0,1,1,1,38,19,10,4,7,4,9,330,155,190,289
2025-3824,Bordeaux CH,Clay,28,C,20250513,356,106296,3,,Gregoire Barrere,R,183,FRA,31.2,126107,7,,Michael Geerts,R,178,BEL,30.2,6-4 6-2,3,Q2,68,8,1,54,33,26,11,9,1,2,2,1,48,25,13,11,9,2,6,222,254,276,195
2025-3824,Bordeaux CH,Clay,28,C,20250513,355,105077,4,,Albert Ramos,L,188,ESP,37.2,208265,,WC,Pierre Delage,R,198,FRA,24.2,7-6(3) 6-3,3,Q2,92,1,0,69,55,42,10,11,2,2,7,1,58,37,29,12,10,3,4,259,218,787,28
2025-3824,Bordeaux CH,Clay,28,C,20250513,354,123921,1,,Calvin Hemery,R,191,FRA,30.2,213608,,WC,Moise Kouame,R,,FRA,16.1,5-7 6-4 6-4,3,Q1,148,7,8,111,72,51,20,16,9,12,7,5,96,44,32,29,16,4,8,176,313,839,24
2025-3824,Bordeaux CH,Clay,28,C,20250513,353,144972,6,,Geoffrey Blancaneaux,R,180,FRA,26.7,106172,,,Maxime Chazal,R,175,FRA,32.0,5-7 6-1 6-3,3,Q1,113,3,0,81,66,47,9,14,1,3,0,1,83,69,41,7,14,6,11,272,198,358,142
2025-3824,Bordeaux CH,Clay,28,C,20250513,352,105554,2,,Daniel Evans,R,175,GBR,34.9,202128,,WC,Louis Dussin,R,178,FRA,25.8,6-0 6-2,3,Q1,73,0,2,57,28,19,16,7,6,7,1,2,39,27,9,4,7,3,9,190,289,607,55
2025-3824,Bordeaux CH,Clay,28,C,20250513,351,126523,,,Bernabe Zapata Miralles,R,183,ESP,28.3,210338,8,Alt,Arthur Gea,R,180,FRA,20.3,5-2 RET,3,Q1,39,0,1,17,14,8,2,3,0,1,2,3,34,19,7,8,4,3,6,330,155,296,177
